A Number,First Name,Last Name,Birthdate,Country Of Origin,Gender,Port of Entry,Digitized Flag
445028910,Miltie,Labroue,10/7/1960,Honduras,Polygender,"Tucson, Arizona - 2609",false
173376614,Mela,Balmer,8/19/1999,Indonesia,Male,"Buffalo, New York - 0901",true
748132883,Garrott,Livezley,10/10/1988,Honduras,Male,"Nogales, Arizona - 2604",true
226006546,Kev,Davidge,7/12/1979,China,Agender,"Calexico East - Class A, California - 2507",false
221190765,Melinda,Folliss,12/6/1952,Japan,Non-binary,"Nogales, Arizona - 2604",true
673293173,Francoise,Nowakowski,1/2/1976,France,Non-binary,"Buffalo, New York - 0901",false
252984030,Gearard,Stripling,10/12/1962,China,Polygender,"Albuquerque, New Mexico - 2407",false
990595467,Lottie,Buzzing,5/13/1966,Mexico,Polygender,"Buffalo, New York - 0901",false
832155057,Windy,Gonoude,4/13/1986,Russia,Agender,"Amarillo, Texas - 5502",true
209679365,Marijn,Frantzen,3/30/1955,American Samoa,Bigender,"Amarillo, Texas - 5502",false
446328993,Pierrette,Shier,4/2/1961,Indonesia,Non-binary,"Tucson, Arizona - 2609",false
698754937,Lowrance,Gavrielly,12/29/1965,Ireland,Non-binary,"Calexico East - Class A, California - 2507",false
811557457,Anny,Beranek,2/9/1959,China,Genderfluid,"Amarillo, Texas - 5502",true
230631073,Haskel,Lumpkin,10/5/1980,United States,Non-binary,"Nogales, Arizona - 2604",true
335238301,Lexie,Mateos,4/7/1950,China,Non-binary,"Calexico East - Class A, California - 2507",false
764872716,Roch,Marsie,9/20/1953,Peru,Bigender,"Buffalo, New York - 0901",false
467591214,Any,Blatherwick,3/29/1968,Portugal,Bigender,"Amarillo, Texas - 5502",false
484770609,Ikey,Abramamovh,5/2/1999,France,Male,"Nogales, Arizona - 2604",false
233424870,Brocky,Tillot,6/23/1983,Poland,Polygender,"Buffalo, New York - 0901",true
872806773,Karlan,Melly,3/24/1964,China,Bigender,"Rio Grande City, Texas - 2307",false
608519271,Darrick,Pepi,12/21/1957,Indonesia,Male,"Buffalo, New York - 0901",true
638320675,Dario,McGuigan,3/12/1996,Portugal,Bigender,"Amarillo, Texas - 5502",true
140378549,Dulci,Harbison,6/30/1977,Russia,Polygender,"Albuquerque, New Mexico - 2407",false
365496728,Evered,Ropkins,10/26/1986,Honduras,Polygender,"Tucson, Arizona - 2609",false
598241688,Adoree,Inchan,1/29/1963,South Korea,Genderfluid,"Calexico East - Class A, California - 2507",false
772203543,Atlante,Stewart,2/25/1992,Argentina,Agender,"Nogales, Arizona - 2604",true
866334769,Bunnie,Juster,8/30/1975,Indonesia,Male,"Calexico East - Class A, California - 2507",false
911010900,Zora,Horstead,2/20/1981,Sweden,Genderqueer,"Albuquerque, New Mexico - 2407",false
208256116,Byran,Aggus,12/31/1968,China,Male,"Calexico East - Class A, California - 2507",true
458330089,Lucky,Perryn,3/30/1988,Philippines,Female,"Calexico East - Class A, California - 2507",false
881367492,Herschel,Creer,5/23/1970,China,Genderfluid,"Rio Grande City, Texas - 2307",false
626354142,Risa,Dodwell,7/14/1959,Malaysia,Non-binary,"Nogales, Arizona - 2604",false
979653584,Goddard,Camelli,3/22/1953,Canada,Bigender,"Nogales, Arizona - 2604",false
477520159,Elenore,Wickstead,9/4/1970,Colombia,Genderqueer,"Calexico East - Class A, California - 2507",true
389261153,Krissy,Groocock,11/28/1966,Japan,Polygender,"Calexico East - Class A, California - 2507",true
999919591,Saree,Latey,10/2/1993,China,Agender,"Albuquerque, New Mexico - 2407",true
647606232,Nev,Cribbins,8/5/1978,China,Genderqueer,"Calexico East - Class A, California - 2507",false
545331768,Christoph,Nockells,7/23/1958,Russia,Bigender,"Calexico East - Class A, California - 2507",true
489244932,Christiano,Spores,8/8/1972,Indonesia,Genderfluid,"Amarillo, Texas - 5502",false
875141967,Caldwell,Motherwell,12/2/1976,Armenia,Agender,"Tucson, Arizona - 2609",true
657769654,Austin,Eagland,7/9/1973,Philippines,Bigender,"Rio Grande City, Texas - 2307",false
891188012,Fanchette,Murt,4/21/1966,China,Non-binary,"Amarillo, Texas - 5502",false
827644042,Ginelle,Cocozza,3/13/1992,United States,Polygender,"Tucson, Arizona - 2609",true
915018086,Ellissa,Fludder,5/13/1963,China,Male,"Amarillo, Texas - 5502",true
581847693,Carilyn,Cumberledge,10/11/1989,United States,Agender,"Amarillo, Texas - 5502",false
694853246,Guillaume,Lane,1/18/1987,Czech Republic,Bigender,"Buffalo, New York - 0901",false
780920539,Robinia,Polden,1/24/1996,China,Male,"Amarillo, Texas - 5502",false
562671098,Fernanda,Twort,11/18/1987,Sweden,Non-binary,"Tucson, Arizona - 2609",true
889032503,Carmela,Gaylord,5/30/1963,United States,Agender,"Albuquerque, New Mexico - 2407",false
584948566,Evvy,Van Oord,10/8/1963,Myanmar,Male,"Buffalo, New York - 0901",true
792933751,Venus,Stolze,3/24/1969,Guinea,Male,"Tucson, Arizona - 2609",false
646130669,Gwennie,Frossell,7/4/1962,Philippines,Polygender,"Tucson, Arizona - 2609",true
312500952,Pincas,Paulig,7/16/1995,Saudi Arabia,Male,"Buffalo, New York - 0901",true
684600474,Renaud,Hallin,6/21/1952,Philippines,Genderfluid,"Rio Grande City, Texas - 2307",true
142274105,Jerrine,Carvill,1/7/1999,Kazakhstan,Male,"Calexico East - Class A, California - 2507",false
782068741,Emyle,Southby,2/21/1952,Russia,Male,"Rio Grande City, Texas - 2307",false
926741604,Rina,Wybrew,9/30/1975,United States,Genderqueer,"Rio Grande City, Texas - 2307",true
931939303,Analiese,Cordeau],5/8/1960,China,Polygender,"Nogales, Arizona - 2604",true
229515385,Portia,Rutley,1/15/1984,Portugal,Polygender,"Buffalo, New York - 0901",true
717280883,Gale,Balcombe,3/26/1978,Democratic Republic of the Congo,Polygender,"Amarillo, Texas - 5502",true
669499773,Celene,Canizares,12/8/1957,China,Polygender,"Calexico East - Class A, California - 2507",false
613353651,Waiter,Wealleans,10/11/1954,Sweden,Agender,"Rio Grande City, Texas - 2307",true
611314321,Dyann,Attow,2/21/1952,China,Female,"Rio Grande City, Texas - 2307",true
504610260,Mar,Lambertson,3/15/1990,Uganda,Male,"Amarillo, Texas - 5502",false
819333733,Emmey,Mardlin,4/18/1954,Portugal,Genderqueer,"Nogales, Arizona - 2604",true
648521044,Janie,Cyples,7/29/1952,Poland,Agender,"Amarillo, Texas - 5502",false
945203619,Serene,McLaggan,6/1/1986,China,Female,"Nogales, Arizona - 2604",true
467316522,Jeremias,Lehrmann,3/16/1991,Bolivia,Agender,"Nogales, Arizona - 2604",true
594803911,Ossie,Charrett,12/14/1965,Nicaragua,Bigender,"Rio Grande City, Texas - 2307",false
851931114,Steve,Hopfer,11/7/1971,Finland,Genderfluid,"Amarillo, Texas - 5502",true
906838199,Zorina,Reitenbach,2/2/1993,Canada,Genderfluid,"Calexico East - Class A, California - 2507",true
445838598,Dalila,Hayselden,10/10/1957,Portugal,Genderqueer,"Albuquerque, New Mexico - 2407",true
104546942,Bartolomeo,Jiracek,8/22/1996,Brazil,Male,"Rio Grande City, Texas - 2307",false
129419762,Ellis,Phizackerly,6/14/1985,Canada,Non-binary,"Buffalo, New York - 0901",false
475747278,Karlyn,Calliss,2/4/1973,France,Genderqueer,"Amarillo, Texas - 5502",false
837268412,Coraline,Goldin,4/20/1980,China,Non-binary,"Calexico East - Class A, California - 2507",false
953599141,Thorstein,Woofenden,3/4/1957,Central African Republic,Male,"Amarillo, Texas - 5502",false
133733771,Warren,Alexandre,4/19/1995,Peru,Non-binary,"Albuquerque, New Mexico - 2407",false
514203791,Therine,Tineman,10/13/1988,China,Agender,"Rio Grande City, Texas - 2307",false
892125202,Roselle,Greeno,10/28/1975,Bosnia and Herzegovina,Polygender,"Amarillo, Texas - 5502",true
299277678,Devonna,Giffin,2/1/1978,Mexico,Agender,"Calexico East - Class A, California - 2507",false
934475181,Zacherie,Thwaites,1/3/1971,China,Genderqueer,"Albuquerque, New Mexico - 2407",true
728739981,Cherianne,Hinrichs,10/15/1957,Indonesia,Genderqueer,"Albuquerque, New Mexico - 2407",false
591262110,Anthea,Broomhall,8/27/1950,France,Genderqueer,"Rio Grande City, Texas - 2307",true
986196220,Diane-marie,Soars,7/19/1978,Sweden,Agender,"Albuquerque, New Mexico - 2407",true
871553876,Alisun,Clinkard,2/17/1957,Ethiopia,Male,"Calexico East - Class A, California - 2507",true
669995171,Ruthanne,Northfield,12/27/1961,Denmark,Non-binary,"Calexico East - Class A, California - 2507",true
117867142,Clovis,Bolland,11/8/1999,Greece,Agender,"Rio Grande City, Texas - 2307",false
420434225,Monte,Edgeon,5/27/1999,Russia,Bigender,"Buffalo, New York - 0901",true
121857121,Cori,Foss,8/28/1993,Russia,Genderqueer,"Nogales, Arizona - 2604",true
497822199,Rosalind,Shipcott,11/26/1979,Portugal,Female,"Calexico East - Class A, California - 2507",true
288961641,Joelly,Ayllett,8/5/1999,Colombia,Male,"Rio Grande City, Texas - 2307",false
273196253,Sena,Mellings,6/18/1983,Chile,Genderqueer,"Rio Grande City, Texas - 2307",true
426414251,Xymenes,Corson,9/3/1954,Russia,Genderqueer,"Rio Grande City, Texas - 2307",true
588723517,Bellanca,Habard,8/8/1988,Indonesia,Polygender,"Amarillo, Texas - 5502",true
222643352,Elaine,Tumulty,1/5/1958,China,Genderfluid,"Tucson, Arizona - 2609",true
188984730,Blair,Streather,1/13/1993,Poland,Agender,"Tucson, Arizona - 2609",true
904397309,Thomasine,Kesley,1/5/1988,Japan,Agender,"Nogales, Arizona - 2604",false
548897041,Elna,Valance,7/21/1998,Bolivia,Male,"Amarillo, Texas - 5502",false
159177924,Talbert,Newick,1/23/1962,Indonesia,Non-binary,"Albuquerque, New Mexico - 2407",true
686658247,Garey,Mutton,1/22/1988,Czech Republic,Bigender,"Albuquerque, New Mexico - 2407",true
879316897,Demott,McGauhy,1/22/1993,Philippines,Bigender,"Albuquerque, New Mexico - 2407",true
635909653,Kameko,Boydon,6/18/1966,China,Polygender,"Albuquerque, New Mexico - 2407",false
344884163,Gill,Cargon,4/14/1955,Mexico,Bigender,"Nogales, Arizona - 2604",true
259554163,Caroljean,Alvar,10/26/1956,Russia,Bigender,"Albuquerque, New Mexico - 2407",true
671686576,Hermie,Rief,10/22/1977,Finland,Female,"Amarillo, Texas - 5502",true
885614118,Tammara,Jerrard,7/6/1974,Philippines,Bigender,"Calexico East - Class A, California - 2507",true
251477752,Shela,Dunkinson,12/21/1985,Democratic Republic of the Congo,Female,"Rio Grande City, Texas - 2307",true
560886657,Madelin,Chattaway,4/7/1998,Palestinian Territory,Agender,"Rio Grande City, Texas - 2307",false
708776640,Orson,Barwick,9/13/1984,China,Polygender,"Nogales, Arizona - 2604",false
306334001,Julissa,Hallagan,4/11/1953,Philippines,Female,"Buffalo, New York - 0901",false
816185796,Margarita,Ghidoni,11/13/1977,Ukraine,Bigender,"Albuquerque, New Mexico - 2407",false
265378010,Shirley,Roblin,7/29/1975,United Kingdom,Genderqueer,"Nogales, Arizona - 2604",true
276723102,Clementine,Simonnot,1/18/1978,Oman,Bigender,"Calexico East - Class A, California - 2507",true
765627478,Hanni,Spark,8/12/1968,Sweden,Bigender,"Albuquerque, New Mexico - 2407",false
761943634,Cloe,Wheelband,5/1/1954,China,Genderfluid,"Nogales, Arizona - 2604",false
578752106,Gabe,Gorriessen,4/18/1974,Russia,Bigender,"Calexico East - Class A, California - 2507",false
651245609,Horace,Richfield,9/30/1999,China,Genderfluid,"Nogales, Arizona - 2604",true
202712375,Prinz,Okenden,3/1/1973,Russia,Bigender,"Calexico East - Class A, California - 2507",false
869042673,Dionysus,Texton,7/13/1954,Peru,Genderqueer,"Rio Grande City, Texas - 2307",true
683037893,Laughton,Gagen,1/15/1955,Norway,Bigender,"Buffalo, New York - 0901",true
474379734,Sammie,Basten,12/27/1982,China,Bigender,"Albuquerque, New Mexico - 2407",true
246777728,Ashlin,Duffil,7/23/1970,Germany,Agender,"Albuquerque, New Mexico - 2407",true
993567077,Matti,Varian,5/4/1998,Philippines,Polygender,"Amarillo, Texas - 5502",true
320027012,Simona,Tickner,2/26/1992,Japan,Genderfluid,"Rio Grande City, Texas - 2307",true
910131077,Dur,Sember,5/18/1986,China,Agender,"Rio Grande City, Texas - 2307",false
694188039,Teressa,Rawling,8/13/1956,Indonesia,Male,"Albuquerque, New Mexico - 2407",false
599103769,Julie,MacKenzie,6/7/1969,Poland,Non-binary,"Amarillo, Texas - 5502",true
811933990,Warde,Clues,4/23/1988,Afghanistan,Non-binary,"Rio Grande City, Texas - 2307",false
515785368,Lynne,Scudamore,8/1/1981,France,Agender,"Rio Grande City, Texas - 2307",false
803453048,Hendrika,Gwioneth,3/26/1956,Indonesia,Genderfluid,"Tucson, Arizona - 2609",false
277784881,Kip,Cavy,8/20/1986,China,Bigender,"Amarillo, Texas - 5502",false
398786409,Perkin,Veldman,5/16/1996,Portugal,Genderqueer,"Calexico East - Class A, California - 2507",true
565395356,Hector,Hearnaman,12/18/1959,Portugal,Female,"Tucson, Arizona - 2609",false
964677810,Susette,Hambatch,11/30/1976,France,Genderqueer,"Albuquerque, New Mexico - 2407",true
283360381,Dorothee,Wibrew,1/15/1994,Kuwait,Genderqueer,"Tucson, Arizona - 2609",false
614078461,Stan,Hinken,12/7/1961,Philippines,Genderqueer,"Calexico East - Class A, California - 2507",true
691081617,Tabbie,Smullen,9/6/1994,China,Genderqueer,"Rio Grande City, Texas - 2307",true
609197483,Henderson,Chate,2/11/1975,Brazil,Non-binary,"Rio Grande City, Texas - 2307",true
292225424,Cello,Calven,7/13/1972,Greece,Non-binary,"Nogales, Arizona - 2604",false
890470299,Glory,Palmer,7/11/1963,China,Bigender,"Tucson, Arizona - 2609",true
491420741,Jozef,Gurley,3/15/1966,Malaysia,Genderqueer,"Tucson, Arizona - 2609",false
314937897,Aprilette,Bance,7/18/1951,Morocco,Non-binary,"Calexico East - Class A, California - 2507",false
189844500,Lulita,Plomer,12/27/1952,China,Non-binary,"Tucson, Arizona - 2609",false
327744406,Miriam,Bentley,3/30/1985,Philippines,Bigender,"Albuquerque, New Mexico - 2407",false
869245259,Gertrude,Scough,8/14/1975,Honduras,Polygender,"Tucson, Arizona - 2609",true
768916597,Cherlyn,Van de Castele,3/31/1983,Peru,Bigender,"Buffalo, New York - 0901",false
300560708,Olva,Tuting,7/9/1962,South Africa,Male,"Rio Grande City, Texas - 2307",true
953439682,Molly,Loadman,9/9/1981,Peru,Agender,"Calexico East - Class A, California - 2507",false
884745057,Lotty,Asher,4/4/1960,China,Male,"Amarillo, Texas - 5502",false
785251305,Jenica,Moorton,9/12/1955,Kenya,Polygender,"Amarillo, Texas - 5502",true
388954541,Ephraim,Lewsey,11/23/1992,China,Polygender,"Nogales, Arizona - 2604",false
888962076,Yancy,Ubach,4/27/1977,Slovenia,Non-binary,"Nogales, Arizona - 2604",false
633676350,Larine,Skpsey,7/25/1993,Russia,Non-binary,"Nogales, Arizona - 2604",false
140194638,Seamus,Causer,2/9/1989,Russia,Agender,"Tucson, Arizona - 2609",false
940157430,Marlowe,Baff,9/15/1954,Palestinian Territory,Agender,"Tucson, Arizona - 2609",false
850274649,Gay,Ivic,11/9/1984,China,Bigender,"Buffalo, New York - 0901",true
263317717,Philis,Haysar,7/21/1966,Colombia,Non-binary,"Tucson, Arizona - 2609",true
157896757,Carrissa,Richardt,10/1/1982,Iran,Genderfluid,"Rio Grande City, Texas - 2307",false
687103282,Willy,Zellner,10/20/1957,Indonesia,Polygender,"Buffalo, New York - 0901",false
222643229,Jimmy,McMorran,9/20/1994,Pakistan,Genderqueer,"Rio Grande City, Texas - 2307",false
535827206,Smith,Itzhaki,1/26/1982,Slovenia,Agender,"Nogales, Arizona - 2604",true
423055292,Glynnis,Constable,12/3/1998,China,Agender,"Amarillo, Texas - 5502",true
695521873,Victoria,Barron,3/23/1957,Norway,Non-binary,"Tucson, Arizona - 2609",false
358376448,Erhart,Collingdon,3/21/1998,Serbia,Non-binary,"Buffalo, New York - 0901",false
423771283,Robinet,Sworder,1/22/1970,France,Genderqueer,"Nogales, Arizona - 2604",true
900155883,Emma,Frodsham,1/1/1971,China,Genderqueer,"Tucson, Arizona - 2609",false
641850611,Roslyn,Haysar,8/30/1997,Morocco,Genderqueer,"Amarillo, Texas - 5502",true
926989248,Mitzi,Christofides,3/28/1974,Germany,Male,"Calexico East - Class A, California - 2507",true
735402793,Valle,Mussalli,2/11/1998,Spain,Non-binary,"Amarillo, Texas - 5502",false
548314257,Brandon,Macek,4/29/1980,Pakistan,Genderfluid,"Rio Grande City, Texas - 2307",false
985581410,Tuckie,Reynish,8/20/1996,Slovenia,Non-binary,"Nogales, Arizona - 2604",true
842261919,Jodie,Lightwood,6/27/1997,China,Female,"Amarillo, Texas - 5502",true
135451288,Michelina,Brammall,6/6/1957,Kuwait,Female,"Albuquerque, New Mexico - 2407",false
930928295,Clair,Connock,10/19/1976,China,Bigender,"Tucson, Arizona - 2609",false
381194700,Smith,Ewington,3/1/1986,Brazil,Genderfluid,"Buffalo, New York - 0901",true
336396724,Delainey,McCraine,11/30/1971,China,Agender,"Calexico East - Class A, California - 2507",false
507110879,Nolly,Cadding,3/4/1969,Jordan,Non-binary,"Amarillo, Texas - 5502",true
937236349,Cinda,Fist,12/15/1990,Poland,Polygender,"Buffalo, New York - 0901",true
659799167,Nero,Witton,11/13/1997,Indonesia,Genderfluid,"Amarillo, Texas - 5502",true
380287302,Carver,Sanney,1/10/1972,China,Polygender,"Nogales, Arizona - 2604",false
734014513,Lorin,Neath,7/24/1971,France,Non-binary,"Albuquerque, New Mexico - 2407",false
654623346,Petrina,Whittenbury,4/29/1980,United States,Polygender,"Tucson, Arizona - 2609",false
964733904,Jasun,Fust,1/12/1990,France,Agender,"Nogales, Arizona - 2604",true
281385578,Diane-marie,Guyan,4/23/1982,South Africa,Agender,"Albuquerque, New Mexico - 2407",true
127247550,Maurits,Boulstridge,8/8/1998,Philippines,Bigender,"Albuquerque, New Mexico - 2407",false
534709115,Latashia,Pinkett,3/30/1960,Indonesia,Agender,"Buffalo, New York - 0901",false
997164173,Paulette,Northfield,8/27/1969,France,Genderfluid,"Tucson, Arizona - 2609",false
376704517,Austina,Goad,12/21/1976,Armenia,Male,"Nogales, Arizona - 2604",true
127623799,Boniface,Osband,10/27/1966,Ecuador,Genderqueer,"Amarillo, Texas - 5502",false
354336470,Alisha,Wabb,6/16/1987,Serbia,Female,"Tucson, Arizona - 2609",true
607638251,Judye,Beardow,3/5/1975,China,Bigender,"Buffalo, New York - 0901",false
955939606,Dede,Symes,9/3/1971,Luxembourg,Genderfluid,"Rio Grande City, Texas - 2307",false
766924206,Heath,Jeppe,2/22/1986,Portugal,Bigender,"Amarillo, Texas - 5502",false
563860949,Moises,Schuricke,2/18/1976,Russia,Male,"Buffalo, New York - 0901",false
711197820,Lacie,Vlies,12/16/1963,Syria,Female,"Buffalo, New York - 0901",false
113489708,Christean,Calcott,4/23/1962,China,Polygender,"Tucson, Arizona - 2609",false
515218434,Gonzales,Bollins,1/27/1970,Canada,Genderfluid,"Rio Grande City, Texas - 2307",true
939029163,Cart,Hayers,7/29/1978,China,Agender,"Rio Grande City, Texas - 2307",false
166914836,Dayle,des Remedios,9/29/1965,Morocco,Female,"Tucson, Arizona - 2609",false
369840040,Marius,Lancetter,3/21/1960,China,Genderqueer,"Albuquerque, New Mexico - 2407",true
942390694,Elroy,Keenlayside,4/24/1972,Russia,Genderqueer,"Tucson, Arizona - 2609",false
404189872,Kettie,Leming,5/18/1985,China,Agender,"Tucson, Arizona - 2609",true
855911738,Lorilee,Spurr,6/14/1993,Costa Rica,Genderqueer,"Buffalo, New York - 0901",true
351605416,Talya,Le Brom,10/18/1978,Chile,Genderqueer,"Rio Grande City, Texas - 2307",true
337875314,Daniele,Prate,2/27/1968,Thailand,Bigender,"Rio Grande City, Texas - 2307",false
280040859,Nataniel,Di Biasi,10/26/1963,Indonesia,Bigender,"Amarillo, Texas - 5502",false
316712075,Garald,Raggatt,11/12/1994,Portugal,Genderfluid,"Nogales, Arizona - 2604",true
869085315,Crissie,Jozwik,9/21/1984,United States,Genderqueer,"Buffalo, New York - 0901",false
209563658,Paton,Klas,5/13/1954,Indonesia,Polygender,"Albuquerque, New Mexico - 2407",true
521616856,Orly,Stock,8/24/1998,Peru,Agender,"Amarillo, Texas - 5502",false
323034523,Kathye,Eton,3/17/1988,Russia,Genderqueer,"Calexico East - Class A, California - 2507",false
388141419,Alwyn,Pickton,4/28/1980,Poland,Agender,"Buffalo, New York - 0901",false
483018402,Minerva,Spellsworth,8/29/1986,Philippines,Polygender,"Calexico East - Class A, California - 2507",true
877676424,Carolus,Heymes,12/6/1989,Poland,Genderfluid,"Tucson, Arizona - 2609",true
644446352,Elita,Francom,11/25/1959,Indonesia,Genderqueer,"Nogales, Arizona - 2604",false
982288956,Charil,MacShane,3/12/1983,Nigeria,Non-binary,"Rio Grande City, Texas - 2307",false
573715886,Elmira,Merdew,5/31/1969,China,Non-binary,"Tucson, Arizona - 2609",true
903882924,Knox,Gorler,9/24/1984,Poland,Polygender,"Calexico East - Class A, California - 2507",false
865136682,Susette,Trett,4/14/1976,Poland,Genderfluid,"Nogales, Arizona - 2604",false
910105121,Devi,Darnbrough,4/9/1984,Indonesia,Agender,"Nogales, Arizona - 2604",true
229014835,Pietrek,Chieco,7/26/1992,Vietnam,Agender,"Tucson, Arizona - 2609",true
302043736,Orland,Allcock,12/26/1993,Yemen,Male,"Rio Grande City, Texas - 2307",false
660518272,Francis,Anglin,12/9/1977,Russia,Polygender,"Calexico East - Class A, California - 2507",true
732718041,Zebedee,Zincke,2/13/1970,Colombia,Female,"Nogales, Arizona - 2604",false
665310107,Hodge,Kennford,9/11/1960,Russia,Genderqueer,"Nogales, Arizona - 2604",true
153844501,Nicolis,Cox,3/18/1954,Indonesia,Bigender,"Tucson, Arizona - 2609",true
454397162,Ronica,Morris,7/8/1993,Indonesia,Bigender,"Nogales, Arizona - 2604",true
988098873,Kippie,Hudspith,12/28/1999,Nepal,Male,"Nogales, Arizona - 2604",false
659894157,Sibbie,Debill,9/16/1976,Germany,Genderqueer,"Albuquerque, New Mexico - 2407",true
807915191,Arden,Weddeburn,6/22/1962,China,Bigender,"Amarillo, Texas - 5502",true
363759311,Thadeus,Vedyaev,5/22/1967,United States,Female,"Albuquerque, New Mexico - 2407",true
165614806,Jennette,Henrych,7/31/1959,Indonesia,Non-binary,"Calexico East - Class A, California - 2507",false
417896531,Fulvia,Chesswas,3/19/1993,China,Non-binary,"Albuquerque, New Mexico - 2407",true
432774084,Bernardo,Fenty,5/7/1953,Poland,Female,"Nogales, Arizona - 2604",true
271348383,Ethan,Claricoates,12/31/1962,Serbia,Genderqueer,"Buffalo, New York - 0901",true
287272902,Adara,Thresher,9/7/1992,Montenegro,Male,"Albuquerque, New Mexico - 2407",true
252860614,Vin,Dunphy,6/10/1959,Czech Republic,Polygender,"Tucson, Arizona - 2609",true
838165264,Keane,Cornelis,1/27/1982,Finland,Genderfluid,"Buffalo, New York - 0901",false
131468371,Milena,Houlridge,5/27/1956,Russia,Genderfluid,"Albuquerque, New Mexico - 2407",false
406868798,Belinda,Stichall,1/14/1957,Ukraine,Genderfluid,"Rio Grande City, Texas - 2307",false
748472724,Emelina,Thornham,7/22/1977,Sweden,Genderfluid,"Tucson, Arizona - 2609",false
424182046,Kendre,Romanini,1/24/1997,Brazil,Male,"Albuquerque, New Mexico - 2407",true
703892943,Fayette,Patridge,10/3/1968,Russia,Non-binary,"Rio Grande City, Texas - 2307",true
408321528,Josy,Lalonde,8/9/1984,Greece,Female,"Calexico East - Class A, California - 2507",false
967725312,Yurik,Edmott,2/19/1960,Philippines,Genderfluid,"Buffalo, New York - 0901",false
372629998,Fleur,Bettlestone,2/13/1985,China,Genderfluid,"Amarillo, Texas - 5502",false
776412778,Steffen,Serot,3/10/1983,Indonesia,Polygender,"Tucson, Arizona - 2609",false
526698017,Arturo,Woolam,4/12/1983,Poland,Non-binary,"Calexico East - Class A, California - 2507",false
625715721,Roddie,Booij,6/5/1974,China,Non-binary,"Rio Grande City, Texas - 2307",false
871525241,Brand,Jean,10/20/1998,Aland Islands,Non-binary,"Albuquerque, New Mexico - 2407",false
119739994,Brett,Roullier,1/28/1992,Uruguay,Non-binary,"Buffalo, New York - 0901",false
453387555,Dari,Iglesias,9/10/1982,Philippines,Agender,"Amarillo, Texas - 5502",true
747187083,Steffen,Senechault,3/20/1992,Norway,Genderqueer,"Nogales, Arizona - 2604",true
425704718,Concettina,Gietz,8/31/1976,Mongolia,Female,"Rio Grande City, Texas - 2307",true
811257261,Stacy,Dutton,8/28/1966,Russia,Polygender,"Calexico East - Class A, California - 2507",true
873111482,Lani,Linck,7/18/1958,Argentina,Genderqueer,"Nogales, Arizona - 2604",false
990163364,Buddy,Riches,4/6/1988,Russia,Agender,"Rio Grande City, Texas - 2307",true
790288280,Janna,Svanini,10/2/1985,Paraguay,Bigender,"Rio Grande City, Texas - 2307",true
517010968,Dermot,Rosin,10/17/1999,Palestinian Territory,Genderqueer,"Buffalo, New York - 0901",false
445906438,Masha,Jindrak,11/3/1956,Poland,Male,"Tucson, Arizona - 2609",false
251722907,Marjory,Ruddoch,11/12/1955,China,Genderqueer,"Calexico East - Class A, California - 2507",true
904249092,Raymund,Franek,2/25/1975,Indonesia,Non-binary,"Amarillo, Texas - 5502",false
421357913,Sibella,Kislingbury,12/16/1996,China,Non-binary,"Nogales, Arizona - 2604",true
760492929,Priscilla,Milburne,6/14/1985,Poland,Non-binary,"Buffalo, New York - 0901",true
809670591,Marys,De Rye Barrett,7/17/1951,Ukraine,Agender,"Rio Grande City, Texas - 2307",true
307774760,Hashim,Owenson,7/23/1975,Japan,Agender,"Buffalo, New York - 0901",true
713088072,Win,Minney,1/8/1983,Peru,Genderfluid,"Amarillo, Texas - 5502",true
611959775,Kessia,Shortt,6/7/1952,Russia,Genderfluid,"Amarillo, Texas - 5502",false
139608515,Pate,Aronstam,6/15/1975,Indonesia,Female,"Calexico East - Class A, California - 2507",false
859593413,Adham,Divine,12/10/1984,Brazil,Genderqueer,"Nogales, Arizona - 2604",true
608135299,Phyllys,Broadbear,9/1/1972,Brazil,Bigender,"Albuquerque, New Mexico - 2407",true
757108820,Kory,Emlin,8/7/1970,China,Genderfluid,"Buffalo, New York - 0901",true
413068578,Holden,Kikke,12/4/1975,Togo,Genderqueer,"Tucson, Arizona - 2609",true
461937280,Rube,Cockrem,7/27/1954,United States,Genderqueer,"Tucson, Arizona - 2609",true
687928507,Carie,Finnis,7/11/1994,Ukraine,Agender,"Calexico East - Class A, California - 2507",false
462778705,Jeanelle,Kesley,1/14/1979,Estonia,Female,"Amarillo, Texas - 5502",false
488953128,Christi,Kedge,5/11/1981,France,Genderqueer,"Amarillo, Texas - 5502",false
621875323,Cathryn,Wicklen,8/29/1988,China,Non-binary,"Tucson, Arizona - 2609",true
809921812,Sterling,Barkas,10/27/1962,Indonesia,Bigender,"Amarillo, Texas - 5502",true
991686072,Thebault,Rearie,1/12/1997,Azerbaijan,Non-binary,"Buffalo, New York - 0901",true
781804383,Nelle,Noor,6/27/1991,China,Polygender,"Buffalo, New York - 0901",false
961296947,Emlyn,Bloschke,1/1/1992,Venezuela,Agender,"Amarillo, Texas - 5502",true
300390092,Friedrich,Honack,4/10/1959,Brazil,Genderqueer,"Tucson, Arizona - 2609",false
230299871,Evelyn,Joysey,7/14/1974,Germany,Polygender,"Albuquerque, New Mexico - 2407",true
478334200,Hussein,Pracy,11/26/1972,China,Female,"Nogales, Arizona - 2604",false
874651211,Temple,Staniford,5/10/1953,Slovenia,Genderqueer,"Calexico East - Class A, California - 2507",true
